pid,meta_class,meta_town_code,meta_nbhd,meta_certified_est_bldg,meta_certified_est_land,meta_cdu,meta_deed_type,char_hd_sf,char_age,char_apts,char_ext_wall,char_roof_cnst,char_rooms,char_beds,char_bsmt,char_bsmt_fin,char_heat,char_oheat,char_air,char_frpl,char_attic_type,char_fbath,char_hbath,char_tp_plan,char_tp_dsgn,char_cnst_qlty,char_site,char_gar1_size,char_gar1_cnst,char_gar1_att,char_gar1_area,char_ot_impr,char_bldg_sf,char_repair_cnd,char_use,char_type_resd,char_attic_fnsh,char_renovation,char_porch,geo_property_city,geo_property_zip,geo_tract_pop,geo_white_perc,geo_black_perc,geo_asian_perc,geo_his_perc,geo_other_perc,geo_fips,geo_municipality,geo_ohare_noise,geo_floodplain,geo_fs_flood_factor,geo_fs_flood_risk_direction,geo_withinmr100,geo_withinmr101300,geo_school_elem_district,geo_school_hs_district,econ_tax_rate,econ_midincome,ind_large_home,ind_garage,ind_arms_length
1681,211,71,71110,473350,86400,NA,W,3600,114,2,4,1,11,5,1,3,1,5,2,0,3,2,0,2,NA,2,2,3,1,2,2,0,2160,2,2,2,NA,NA,1,CHICAGO,60625,3440,0.7229651162790698,0.02441860465116279,0.02732558139534884,0.1555232558139535,0.13953488372093023,14000,Chicago,0,0,6,0,0,0,WATERS,AMUNDSEN HS,6.884772382397572,76915,FALSE,TRUE,TRUE
1682,204,16,16030,363570,72900,AV,T,12150,47,NA,2,1,7,4,3,3,1,5,1,1,3,2,0,NA,NA,2,2,7,NA,NA,NA,0,2059,2,1,1,NA,NA,NA,ARLINGTON HEIGHTS,60005,4396,0.8742038216560509,0.00250227479526842,0.07893539581437671,0.02570518653321201,0.0373066424021838,02154,Arlington Heights,0,0,1,0,0,0,SCHOOL DISTRICT 25,ARLINGTON HTS TWNSHP H S 214,9.024,76350,FALSE,FALSE,TRUE
1683,203,37,37024,64460,14060,NA,W,3750,67,NA,2,1,4,2,1,1,1,5,1,0,1,1,0,NA,NA,2,2,2,1,2,2,0,1000,2,1,1,3,NA,NA,RIVERDALE,60827,5035,0.02780536246276067,0.9475670307845084,1.9860973187686197e-4,0.01926514399205561,0.00516385302879841,64278,Riverdale,0,0,1,0,0,0,SCHOOL DISTRICT  148,THORNTON TOWNSHIP HIGH SCHOOL  205,32.335,31725,FALSE,TRUE,TRUE
1684,234,12,12072,89410,30040,AV,W,6325,46,NA,1,1,6,3,3,1,1,5,1,0,3,1,1,2,NA,2,2,3,1,2,2,0,1173,2,1,4,NA,NA,NA,LYNWOOD,60411,8891,0.2217973231357553,0.6219772803959059,0.00236193903947812,0.1336182656619053,0.02924305477449106,45421,Lynwood,0,0,1,0,0,0,SCHOOL DISTRICT  171,THORNTON TWP FRACTIONAL HIGH SCHOOL 215,15.182,54518,FALSE,TRUE,TRUE
1685,203,72,72380,177840,46900,NA,W,4690,56,NA,2,1,6,4,1,1,1,5,1,0,3,1,1,NA,NA,2,2,3,2,2,2,0,1376,2,1,1,NA,NA,NA,CHICAGO,60638,6064,0.5346306068601583,0.00808047493403693,0,0.4345316622691293,0.0404023746701847,14000,Chicago,0,0,1,0,0,0,BYRNE,KENNEDY HS,6.934,99667,FALSE,TRUE,TRUE
1686,203,72,72061,148780,40320,NA,W,4032,72,NA,2,1,4,2,1,3,1,5,2,0,1,1,0,2,2,2,2,3,1,2,2,0,1366,2,1,5,1,NA,NA,CHICAGO,60632,2074,0.18177434908389584,0,0.10077145612343298,0.7174541947926711,0,14000,Chicago,0,0,6,1,0,0,EDWARDS,CURIE HS,6.934,43571,FALSE,TRUE,TRUE
1687,203,31,31060,122420,24450,NA,W,5148,95,NA,2,1,5,2,1,3,1,5,1,0,1,1,0,2,2,2,2,7,NA,NA,NA,0,1080,2,1,1,3,NA,1,MAYWOOD,60153,4671,0.01305930207664311,0.6636694497966175,0.00385356454720616,0.2980089916506101,0.04281738385784629,47774,Maywood,0,0,1,0,0,0,SCHOOL DISTRICT 89,PROVISO TOWNSHIP HIGH SCHOOL 209,21.667,50167,FALSE,FALSE,TRUE
1688,203,71,71090,230200,54370,NA,W,3750,93,NA,2,1,7,3,1,3,1,5,1,1,1,1,1,2,2,2,2,3,1,2,2,0,1766,2,1,5,1,NA,1,CHICAGO,60634,3599,0.6976938038343985,0.01472631286468463,0.03778827452070019,0.24367879966657405,0.00805779383161989,14000,Chicago,0,0,1,0,0,1,SMYSER,TAFT HS,6.884772382397572,76017,FALSE,TRUE,TRUE
1689,295,18,18060,68440,16050,NA,W,1338,53,NA,2,1,5,2,1,1,1,5,1,0,3,1,1,2,2,2,2,7,NA,NA,NA,0,693,2,1,1,NA,NA,NA,STREAMWOOD,60107,2365,0.3226215644820296,0.0904862579281184,0.13446088794926003,0.4249471458773784,0.05243128964059197,73157,Streamwood,0,0,1,0,0,0,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,10.958,62063,FALSE,FALSE,TRUE
1690,203,71,71090,220130,54370,NA,W,3750,102,NA,2,1,5,3,1,3,1,5,2,0,1,1,0,2,2,2,2,3,1,2,2,0,1104,2,1,1,3,NA,1,CHICAGO,60641,7859,0.5728464181193537,0.0255757729991093,0.03053823641684693,0.31683420282478686,0.10510243033464818,14000,Chicago,0,0,1,0,0,0,PORTAGE PARK,SCHURZ HS,6.884772382397572,76545,FALSE,TRUE,TRUE
1691,212,77,77040,97620,36710,NA,W,3125,79,4,2,2,7,4,3,3,2,5,2,0,1,4,0,2,2,2,2,7,NA,NA,NA,0,2332,2,2,2,3,NA,NA,CHICAGO,60651,6782,0.00751990563255676,0.571070480684164,0,0.3910350928929519,0.0374520790327337,14000,Chicago,0,0,1,0,0,0,CAMERON,ORR HS,6.89,33627,FALSE,FALSE,TRUE
1692,278,76,76060,256110,61920,NA,W,3096,14,NA,2,1,8,4,1,1,1,5,1,1,3,2,1,2,2,2,2,3,2,2,2,0,2640,2,1,2,NA,NA,NA,CHICAGO,60608,3872,0.17794421487603307,0.01807851239669421,0.2931301652892562,0.5108471074380165,0,14000,Chicago,0,0,2,1,0,0,EVERETT,KELLY HS,6.89,48622,FALSE,TRUE,TRUE
1693,205,34,34010,211700,58620,NA,T,6700,74,NA,3,1,7,4,3,3,1,5,1,0,3,1,1,2,NA,2,2,2,3,1,1,0,1610,2,1,2,NA,NA,NA,NORTH RIVERSIDE,60546,5025,0.6153233830845771,0.0308457711442786,0.00656716417910447,0.3227860696517413,0.04895522388059702,54144,North Riverside,0,0,1,0,0,0,SCHOOL DISTRICT 94,RIVERSIDE BROOKFIELD HIGH SCHOOL 208,8.677,63383,FALSE,TRUE,TRUE
1694,203,35,35020,166040,42540,NA,W,10010,62,NA,3,1,6,3,2,3,1,5,1,0,3,1,0,NA,NA,2,2,1,3,1,2,0,1205,2,1,1,NA,NA,NA,HOFFMAN ESTATES,60169,3762,0.7583732057416268,0.03561935140882509,0.10659223817118554,0.06539074960127592,0.06246677299308878,35411,Hoffman Estates,0,0,1,0,0,0,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,10.04,78317,FALSE,TRUE,TRUE
1695,207,18,18010,68250,139960,NA,T,14355,34,NA,1,1,6,3,2,3,1,5,1,0,3,1,0,2,NA,2,1,3,1,1,2,0,1357,2,1,2,NA,NA,NA,STREAMWOOD,60107,7060,0.4893767705382436,0.05297450424929179,0.0708215297450425,0.3729461756373938,0.02776203966005665,73157,Streamwood,0,0,1,0,0,0,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,10.958,75682,FALSE,TRUE,TRUE
1696,203,72,72030,117830,31250,NA,W,3125,98,NA,1,1,5,3,1,1,1,5,2,0,3,1,1,2,2,2,2,2,1,2,2,0,1074,2,1,1,NA,NA,NA,CHICAGO,60629,4503,0.08860759493670886,0.01021541194759049,0,0.8996224739062847,0.00310903841883189,14000,Chicago,0,0,1,0,0,0,SANDOVAL,SOLORIO HS,6.934,64861,FALSE,TRUE,TRUE
1697,295,35,35105,115550,24500,NA,W,1400,48,NA,1,1,5,2,1,3,1,5,1,0,3,1,1,2,NA,2,2,7,NA,NA,NA,0,1250,2,1,2,NA,NA,NA,SCHAUMBURG,60194,8128,0.3628198818897638,0.0655757874015748,0.35420767716535434,0.21296751968503935,0.00688976377952755,68003,Schaumburg,0,0,1,0,0,0,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,9.333,69365,FALSE,FALSE,TRUE
1698,205,71,71070,307440,72000,NA,W,4500,110,NA,1,1,7,4,1,1,1,5,2,0,3,1,1,2,NA,2,2,3,1,2,2,0,1456,2,1,2,NA,NA,NA,CHICAGO,60641,3919,0.3421791273284001,0.02806838479203878,0.02092370502679254,0.587649910691503,0.03955090584332738,14000,Chicago,0,0,3,1,0,0,SCAMMON,SCHURZ HS,6.901516611295682,47931,FALSE,TRUE,TRUE
1699,203,39,39071,153700,44800,NA,W,6893,59,NA,2,1,5,2,1,3,1,5,2,0,3,1,0,2,NA,2,2,3,1,2,2,0,1103,2,1,1,NA,NA,NA,OAK LAWN,60453,3469,0.7319112136062266,0.10377630441049292,0.01700778322283078,0.13116171807437302,0.03228596137215336,54820,Oak Lawn,0,0,1,0,0,0,SCHOOL DISTRICT  123,COMMUNITY HIGH SCHOOL  218,13.148,52963,FALSE,TRUE,TRUE
1700,203,27,27020,263580,63490,NA,W,5644,79,NA,3,1,5,3,2,3,1,5,1,0,1,1,0,2,2,2,2,2,1,2,2,0,1478,2,1,5,1,NA,NA,OAK PARK,60302,2855,0.6273204903677758,0.15621716287215412,0.03677758318739054,0.12189141856392294,0.11103327495621716,54885,Oak Park,0,0,1,0,0,0,SCHOOL DISTRICT  97,CONSOLIDATED HIGH SCHOOL  200,13.157,139189,FALSE,TRUE,TRUE
1701,278,36,36050,217040,54260,NA,W,6577,15,NA,2,1,8,4,1,3,1,5,1,1,3,2,1,2,1,2,2,3,2,1,1,0,2511,2,1,2,NA,NA,NA,BURBANK,60459,4661,0.6595151255095473,0.01265822784810126,0.02767646427805192,0.27504827290281053,0.0502038189229779,09642,Burbank,0,0,1,0,0,0,SCHOOL DISTRICT  111,COMMUNITY HIGH SCHOOL  220,12.287,63429,FALSE,TRUE,TRUE
1702,202,21,21162,76030,66990,NA,W,13398,68,NA,1,1,5,3,2,3,1,5,2,0,3,1,0,2,2,2,2,2,1,2,2,0,742,2,1,1,NA,NA,NA,WILLOW SPRINGS,60480,3247,0.605174006775485,0.00800739143825069,0.00862334462580843,0.3748075146288882,0.0067754850631352,82049,Willow Springs,0,0,4,0,0,0,SCHOOL DISTRICT C C  108,COMMUNITY HIGH SCHOOL  217,13.925,52478,FALSE,TRUE,TRUE
1703,203,71,71440,178910,47280,AV,W,3783,78,NA,2,1,6,2,2,3,1,5,2,0,1,1,0,2,2,2,2,3,1,2,2,0,1134,2,1,5,1,NA,NA,CHICAGO,60631,3364,0.8061831153388823,2.9726516052318666e-4,0.02972651605231866,0.13971462544589774,0.04815695600475624,14000,Chicago,1,0,1,0,0,0,EDISON PARK,TAFT HS,6.884772382397572,93778,FALSE,TRUE,TRUE
1704,234,13,13250,74310,44660,NA,T,11910,48,NA,1,1,6,3,3,1,1,5,1,0,2,1,1,NA,NA,2,2,1,1,1,2,0,1222,2,1,4,3,NA,NA,COUNTRY CLUB HILLS,60478,5893,0.06567113524520618,0.8796877651450874,0.04768369251654505,0.00695740709316137,0,16691,Country Club Hills,0,0,7,1,0,0,SCHOOL DISTRICT 160,COMMUNITY HIGH SCHOOL  228,25.307,62602,FALSE,TRUE,TRUE
1705,234,12,12043,67210,38760,NA,W,8160,42,NA,3,1,6,3,3,1,1,5,2,1,3,1,1,2,NA,2,2,3,1,2,2,0,1224,2,1,4,NA,NA,NA,LYNWOOD,60411,8891,0.2217973231357553,0.6219772803959059,0.00236193903947812,0.1336182656619053,0.02924305477449106,45421,Lynwood,0,0,1,0,0,0,SCHOOL DISTRICT  171,THORNTON TWP FRACTIONAL HIGH SCHOOL 215,15.182,54518,FALSE,TRUE,TRUE
1706,205,72,72274,123090,93750,NA,W,12500,81,NA,2,1,6,3,1,3,1,5,2,1,3,1,0,NA,NA,2,2,1,2,2,2,0,1386,2,1,2,NA,NA,NA,CHICAGO,60643,3066,0.3633398564905414,0.5688193085453359,0.01532941943900848,0.02641878669275929,0.05218525766470972,14000,Chicago,0,0,1,0,0,0,BARNARD,MORGAN PARK HS,6.908,64656,FALSE,TRUE,TRUE
1707,211,77,77102,87120,35830,NA,W,3050,96,NA,1,1,6,4,2,3,1,5,2,0,3,2,0,NA,NA,2,2,7,NA,NA,NA,0,2062,2,2,2,NA,NA,NA,CHICAGO,60624,1713,0.00291885580852305,0.9497956800934034,0,0.04203152364273205,0.0052539404553415,14000,Chicago,0,0,1,0,0,0,HEFFERAN,MARSHALL HS,6.913,29286,FALSE,FALSE,TRUE
1708,295,12,12162,36450,12870,GD,W,4290,45,NA,1,1,4,2,3,3,1,5,2,0,3,1,1,2,NA,2,2,1,3,1,1,0,979,2,1,1,NA,NA,NA,SAUK VILLAGE,60411,4472,0.1815742397137746,0.6896243291592129,0.01453488372093023,0.11426654740608228,0,67769,Sauk Village,0,0,6,1,0,0,SCHOOL DISTRICT C C  168,BLOOM TOWNSHIP HIGH SCHOOL  206,15.233,38918,FALSE,TRUE,TRUE
1709,203,15,15030,118330,39780,NA,W,4301,71,NA,3,1,6,3,1,3,1,5,1,0,2,1,1,2,2,2,2,3,2,1,2,0,1592,2,1,5,1,NA,NA,CICERO,60804,6490,0.04283513097072419,0.03944530046224961,0.01525423728813559,0.8942989214175655,0.00955315870570107,14351,Cicero,0,0,1,0,0,0,SCHOOL DISTRICT  99,BERWYN CICERO STICKNEY HIGH SCHOOL 201,16.731,55168,FALSE,TRUE,TRUE
1710,203,15,15080,124890,34960,NA,W,3780,67,NA,2,1,5,2,1,1,1,5,1,0,3,1,0,2,2,2,2,3,1,2,2,0,1088,2,1,1,NA,NA,NA,CICERO,60804,7973,0.16618587733600904,0.01755926251097454,0.01141352063213345,0.8030854132697856,0.0035118525021949,14351,Cicero,0,0,1,0,0,0,SCHOOL DISTRICT  99,BERWYN CICERO STICKNEY HIGH SCHOOL 201,16.731,44867,FALSE,TRUE,TRUE
1711,203,25,25270,143090,191180,NA,W,20125,72,NA,3,1,6,4,4,3,1,5,1,2,3,1,0,2,2,2,2,7,NA,NA,NA,0,1439,2,1,1,NA,NA,NA,NORTHBROOK,60062,4527,0.8330019880715706,0.00795228628230616,0.14004859730505853,0.0083940799646565,0.02120609675281643,53481,Northbrook,0,0,1,0,0,0,SCHOOL DISTRICT 27,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,7.599,109886,FALSE,FALSE,TRUE
1712,203,37,37024,49540,19680,NA,W,5250,67,NA,2,1,6,3,1,3,2,5,1,1,3,1,1,2,2,2,2,3,1,2,2,0,1008,2,1,1,NA,NA,NA,RIVERDALE,60827,5035,0.02780536246276067,0.9475670307845084,1.9860973187686197e-4,0.01926514399205561,0.00516385302879841,64278,Riverdale,0,0,4,0,0,0,SCHOOL DISTRICT  148,THORNTON TOWNSHIP HIGH SCHOOL  205,32.335,31725,FALSE,TRUE,TRUE
1713,203,71,71050,237760,90620,NA,T,6250,67,NA,2,1,6,4,3,3,1,5,1,0,3,2,1,NA,NA,2,2,1,2,2,2,0,1494,2,1,1,NA,NA,NA,CHICAGO,60659,5482,0.4542137905873769,0.04542137905873768,0.25246260488872674,0.21032469901495804,0.0649398029916089,14000,Chicago,0,0,6,1,0,0,PETERSON,MATHER HS,6.901516611295682,56882,FALSE,TRUE,TRUE
1714,295,29,29022,308020,19030,NA,W,3461,8,NA,3,1,6,3,1,1,1,5,1,1,3,2,1,2,2,2,2,3,2,1,1,0,2045,2,1,2,NA,NA,NA,PALATINE,60074,7375,0.6627796610169492,0.02725423728813559,0.11877966101694916,0.15213559322033898,0.07471186440677965,57225,Palatine,0,0,1,0,0,0,SCHOOL DISTRICT C C  15,PALATINE TOWNSHIP HIGH SCHOOL  211,9.835,67773,FALSE,TRUE,TRUE
1715,278,73,73032,950520,175530,NA,W,3657,6,NA,1,1,9,4,1,1,1,5,1,2,3,3,1,2,2,2,2,3,1,2,2,0,2782,2,1,2,NA,NA,NA,CHICAGO,60640,1857,0.7749057619816909,0.0258481421647819,0.07162089391491654,0.1098546042003231,0.03554119547657512,14000,Chicago,0,0,1,0,0,0,MCPHERSON,AMUNDSEN HS,6.89,78558,FALSE,TRUE,TRUE
1716,203,71,71140,145410,54370,NA,W,3750,66,NA,1,1,5,2,1,3,1,5,2,0,3,1,0,NA,NA,2,2,3,2,2,2,0,1069,2,1,1,NA,NA,NA,CHICAGO,60634,7328,0.599754366812227,0.07273471615720524,0.05499454148471616,0.26282751091703055,0.01937772925764192,14000,Chicago,0,0,1,0,0,0,BRIDGE,STEINMETZ COLLEGE PREP HS,6.894,75339,FALSE,TRUE,TRUE
1717,203,71,71260,180320,46870,NA,W,3750,93,NA,2,1,5,3,1,3,2,5,2,0,1,1,0,2,NA,2,2,1,1,2,2,0,1107,2,1,1,3,NA,1,CHICAGO,60641,5624,0.1248221906116643,0.0215149359886202,0.01369132290184921,0.8280583214793741,0.01866998577524893,14000,Chicago,0,0,1,0,0,0,FALCONER,FOREMAN HS,6.894,59246,FALSE,TRUE,TRUE
1718,205,72,72300,280080,85500,NA,O,9000,83,NA,2,1,8,4,1,1,2,5,2,1,1,2,1,NA,NA,2,2,3,3,2,2,0,2128,2,1,2,3,NA,NA,CHICAGO,60643,2778,0.34485241180705545,0.5518358531317494,0,0.04535637149028078,0.11303095752339812,14000,Chicago,0,0,1,0,0,0,CLISSOLD,MORGAN PARK HS,6.908,78594,FALSE,TRUE,TRUE
1719,204,32,32061,105190,34690,NA,O,34691,64,NA,1,1,7,4,2,3,3,5,2,1,1,2,1,NA,NA,2,2,3,1,1,2,0,1849,2,1,1,3,NA,NA,MATTESON,60443,5161,0.11858167021894982,0.8337531486146096,0.00368145708196086,0.04223987599302461,0.00348769618291028,NA,NA,0,0,1,0,0,1,SCHOOL DISTRICT 162,RICH TOWNSHIP HIGH SCHOOL  227,14.431,44595,FALSE,TRUE,TRUE
1720,234,30,30012,156740,64460,GD,W,9550,47,NA,3,1,6,3,3,1,1,5,1,1,3,1,1,NA,NA,2,2,2,2,1,2,0,1227,2,1,4,NA,NA,NA,PALOS HILLS,60465,6149,0.7246706781590503,0.1133517645145552,0.02049113677020653,0.11270125223613596,0.05578142787445113,57394,Palos Hills,0,0,1,0,0,0,SCHOOL DISTRICT  117,CONSOLIDATED HIGH SCHOOL  230,11.823,56938,FALSE,TRUE,TRUE
1721,203,31,31120,131000,34650,NA,W,6300,68,NA,3,1,6,3,4,3,1,5,2,0,2,1,0,NA,NA,2,2,1,3,1,2,0,1266,2,1,1,3,NA,NA,WESTCHESTER,60154,4492,0.39804096170970615,0.311219946571683,0.01602849510240427,0.2591273374888691,0.02938557435440783,80047,Westchester,0,0,5,0,0,0,SCHOOL DISTRICT 92 1/2,PROVISO TOWNSHIP HIGH SCHOOL 209,9.688,70790,FALSE,TRUE,TRUE
1722,278,71,71082,408370,103950,NA,W,4725,3,NA,1,1,7,4,1,1,1,5,1,0,3,2,1,2,2,2,2,3,1,2,2,0,2170,2,1,2,NA,NA,NA,CHICAGO,60618,3782,0.2398202009518773,0.00449497620306716,0.04309888947646748,0.6901110523532522,0.0449497620306716,14000,Chicago,0,0,6,1,0,0,HENRY,ROOSEVELT HS,6.901516611295682,57400,FALSE,TRUE,TRUE
1723,207,38,38040,270100,57150,NA,T,9144,54,NA,3,1,7,4,3,3,1,5,2,1,3,2,1,2,NA,2,2,3,1,1,2,0,1982,2,1,2,NA,NA,NA,ARLINGTON HEIGHTS,60004,5945,0.909335576114382,0.00218671152228763,0.04188393608074012,0.02270815811606391,0.04777123633305298,02154,Arlington Heights,0,0,1,0,0,0,SCHOOL DISTRICT 25,ARLINGTON HTS TWNSHP H S 214,9.004,130909,FALSE,TRUE,TRUE
1724,203,71,71260,145240,46870,NA,W,3750,97,NA,2,1,5,2,1,3,1,5,1,0,1,1,0,NA,NA,2,2,3,1,2,2,0,1098,2,1,1,3,NA,1,CHICAGO,60641,5624,0.1248221906116643,0.0215149359886202,0.01369132290184921,0.8280583214793741,0.01866998577524893,14000,Chicago,0,0,1,0,0,0,FALCONER,FOREMAN HS,6.894,59246,FALSE,TRUE,TRUE
1725,211,72,72221,102370,25790,NA,W,3968,102,2,2,2,7,4,3,3,2,5,2,0,3,2,1,1,2,2,2,2,2,2,2,0,2472,2,2,2,NA,NA,NA,CHICAGO,60620,2778,0.00143988480921526,0.9946004319654428,0,0.00395968322534197,0,14000,Chicago,0,0,1,0,0,0,COOK,HIRSCH HS,6.873317191283292,19660,FALSE,TRUE,TRUE
1726,203,29,29060,172900,41040,NA,W,11726,75,NA,2,1,6,4,1,3,1,5,1,0,3,2,0,1,2,2,2,1,1,2,2,0,1417,2,1,1,NA,NA,NA,PALATINE,60074,4559,0.8017109015134898,0.02039921035314762,0.05878482123272648,0.0993638955911384,0.03750822548804562,57225,Palatine,0,0,4,1,0,0,SCHOOL DISTRICT C C  15,PALATINE TOWNSHIP HIGH SCHOOL  211,9.835,84615,FALSE,TRUE,TRUE
1727,211,70,70121,64630,24800,NA,W,3100,110,NA,1,1,8,4,1,3,1,5,2,0,1,2,0,NA,NA,2,2,3,1,2,2,0,1512,2,2,2,3,NA,NA,CHICAGO,60619,2336,0.00428082191780821,0.9696061643835616,0,0.01583904109589041,0.02054794520547945,14000,Chicago,0,0,1,0,0,0,"WASHINGTON, H",HARLAN HS,6.88386464826358,25287,FALSE,TRUE,TRUE
1728,278,38,38015,417810,80000,NA,T,10000,36,NA,3,1,8,4,1,3,1,5,1,1,3,2,1,2,NA,2,2,3,2,1,2,0,2908,2,1,2,NA,NA,NA,ARLINGTON HEIGHTS,60004,5945,0.909335576114382,0.00218671152228763,0.04188393608074012,0.02270815811606391,0.04777123633305298,02154,Arlington Heights,0,0,1,0,0,0,SCHOOL DISTRICT 25,ARLINGTON HTS TWNSHP H S 214,9.004,130909,FALSE,TRUE,TRUE
1729,203,72,72080,88300,29680,NA,W,2968,14,NA,2,1,6,4,1,1,1,5,1,0,3,2,0,2,2,2,2,3,1,2,2,0,1101,2,1,1,NA,NA,NA,CHICAGO,60609,3362,0.04193932183224271,0.0761451516954194,0.00356930398572278,0.8750743604997026,0.0065437239738251,14000,Chicago,0,0,4,1,0,0,HEDGES,RICHARDS HS,6.873317191283292,35330,FALSE,TRUE,TRUE
1730,208,10,10024,912490,141770,NA,W,47257,2,NA,3,1,10,5,1,3,1,5,1,1,3,4,1,2,1,2,2,5,2,1,1,0,4566,2,1,2,NA,NA,NA,SOUTH BARRINGTON,60010,8784,0.6693989071038251,0.01434426229508196,0.2575136612021858,0.03483606557377049,0.02959927140255009,70564,South Barrington,0,0,1,0,0,0,COMMUNITY UNIT SCHOOL DISTRICT 220,COMMUNITY UNIT SCHOOL DISTRICT 220,7.646,148670,TRUE,TRUE,TRUE
1731,234,71,71362,254760,44550,NA,W,3300,60,NA,3,1,5,3,3,1,1,5,1,0,3,1,0,2,2,2,2,3,1,2,2,0,1045,2,1,4,NA,NA,NA,CHICAGO,60631,6838,0.8464463293360632,0.02837086867505118,0.01447791751974261,0.09666569172272596,0.02807838549283416,14000,Chicago,0,0,1,0,0,0,EBINGER,TAFT HS,6.884772382397572,103733,FALSE,TRUE,TRUE
1732,210,17,17120,122800,32400,NA,W,2160,66,NA,3,3,3,1,3,1,1,5,1,0,3,1,0,2,2,2,2,7,NA,NA,NA,0,630,2,1,1,NA,NA,NA,EVANSTON,60201,4175,0.8941317365269461,0.00455089820359281,0.03688622754491018,0.04263473053892215,0.03880239520958083,24582,Evanston,0,0,1,0,0,0,SCHOOL DISTRICT C C  65,EVANSTON TOWNSHIP HIGH SCHOOL  202,8.035,141250,FALSE,FALSE,TRUE
1733,203,39,39071,157660,40620,NA,W,6250,64,NA,2,1,7,4,1,3,1,5,2,0,3,1,0,NA,NA,2,2,3,1,2,2,0,1192,2,1,1,NA,NA,NA,OAK LAWN,60453,4607,0.5971347948773605,0.08291729976123291,0.03190796613848491,0.284566963316692,0.00347297590622965,54820,Oak Lawn,0,0,1,0,0,0,SCHOOL DISTRICT  123,COMMUNITY HIGH SCHOOL  218,13.148,55662,FALSE,TRUE,TRUE
1734,234,39,39122,181030,47900,NA,W,7370,59,NA,3,1,7,3,3,1,2,5,2,1,3,1,1,2,NA,2,2,3,3,1,1,0,1611,2,1,4,NA,NA,NA,OAK LAWN,60453,7002,0.663953156241074,0.0945444158811768,0.08911739502999143,0.14381605255641244,0.01713796058269066,54820,Oak Lawn,0,0,5,1,0,0,SCHOOL DISTRICT  123,COMMUNITY HIGH SCHOOL  218,13.148,62843,FALSE,TRUE,TRUE
1735,205,71,71461,305620,92340,NA,T,6840,76,NA,2,1,7,4,1,1,1,5,1,1,3,1,1,2,2,2,2,1,2,1,1,0,1702,2,1,2,NA,NA,NA,CHICAGO,60646,4102,0.870794734275963,0.00170648464163822,0.02389078498293515,0.08654314968308142,0.0341296928327645,14000,Chicago,0,0,1,0,0,0,WILDWOOD,TAFT HS,6.884772382397572,133622,FALSE,TRUE,TRUE
1736,205,75,75031,330790,108750,NA,W,7500,122,NA,1,1,8,5,1,3,2,5,2,0,1,2,0,2,2,2,2,3,1,2,2,0,2175,2,1,2,3,NA,NA,CHICAGO,60626,6650,0.46345864661654135,0.3130827067669173,0.0225563909774436,0.16857142857142857,0.05714285714285714,14000,Chicago,0,0,1,0,0,0,GALE,SULLIVAN HS,6.857803738317757,38866,FALSE,TRUE,TRUE
1737,206,23,23022,731290,366750,NA,W,16300,99,NA,1,1,10,5,1,1,1,5,1,2,2,4,2,2,2,2,2,3,1,2,2,0,4037,1,1,2,3,NA,NA,WINNETKA,60093,3662,0.8697433096668488,0,0.06717640633533588,0.02348443473511742,0.07618787547788095,82530,Winnetka,0,0,1,0,0,0,SCH DISTRICT 36,NEW TRIER TOWNSHIP HIGH SCHOOL  203,7.997,250001,FALSE,TRUE,TRUE
1738,295,22,22050,171990,30690,NA,T,3069,55,NA,3,1,8,4,3,3,1,5,1,0,3,2,1,2,2,2,2,7,NA,NA,NA,0,1769,2,1,2,NA,NA,NA,DES PLAINES,60016,7258,0.4475062000551116,0.04381372278864701,0.3568476164232571,0.14149903554698265,0.0206668503720033,NA,NA,0,0,1,0,0,0,SCHOOL DISTRICT  63,MAINE TOWNSHIP HIGH SCHOOL  207,9.253,60682,FALSE,FALSE,TRUE
1739,295,38,38023,160350,37610,NA,T,1835,45,NA,1,1,7,3,1,3,1,5,1,1,3,1,1,2,NA,2,2,1,1,1,2,0,1685,2,1,2,NA,NA,NA,WHEELING,60090,6665,0.31972993248312076,0.0649662415603901,0.1603900975243811,0.4459114778694674,0.01800450112528132,81087,Wheeling,0,0,1,0,0,0,SCH DIST 21 WHEELING COMM CONSOLIDATED,ARLINGTON HTS TWNSHP H S 214,11.237,56698,FALSE,TRUE,TRUE
1740,295,18,18015,119590,22740,NA,T,5055,29,NA,3,1,6,2,2,3,1,5,1,0,3,1,1,2,1,2,2,3,2,1,2,0,1641,2,1,2,NA,NA,NA,ELGIN,60120,6938,0.4429230325742289,0.03430383395791294,0.10190256558085904,0.38800807149034305,0.06399538771980398,23074,Elgin,0,0,1,0,0,0,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,10.511,75417,FALSE,TRUE,TRUE
